Location,Denomination,Month,Weekday,Type,Theme,Age,Promotion,Coupons,Weather,Coin-in
3rd Floor - Back,Twenty Five Dollar,Aug,Sunday,5 Reel,Love,4,Daily Special,None,arid,811
3rd Floor - Back,Twenty Five Dollar,Sep,Tuesday,5 Reel,Magic,10,New Player,None,hazy,152
3rd Floor - Back,Twenty Five Dollar,Sep,Tuesday,Progressive,Classic Symbols,9,Monthy Player,None,muggy,924
3rd Floor - Back,Twenty Five Dollar,Sep,Tuesday,Progressive,Regional,10,New Player,None,humid,1993
3rd Floor - Back,Twenty Five Dollar,Sep,Wednesday,Bonus Video,Regional,3,Monthy Player,None,calm,1899
3rd Floor - Back,Twenty Five Dollar,Sep,Friday,5 Reel,Magic,20,VIP,None,tempestuous,1176
3rd Floor - Back,Twenty Five Dollar,Oct,Wednesday,4 Reel,Food,14,Monthy Player,None,damp,1586
3rd Floor - Back,Twenty Five Dollar,Nov,Friday,Progressive,American,18,Monthy Player,None,showery,495
3rd Floor - Back,Fifty Dollar,Jan,Thursday,Bonus Video,Other,17,None,None,revolting,475
3rd Floor - Back,Fifty Dollar,Feb,Monday,Bonus Video,Entertainment,20,New Player,None,showery,1753
3rd Floor - Back,Fifty Dollar,May,Thursday,5 Reel,Food,15,VIP,None,close,1419
3rd Floor - Back,Fifty Dollar,Jun,Monday,Progressive,Regional,6,Daily Special,None,close,1838
3rd Floor - Back,Fifty Dollar,Jun,Tuesday,Progressive,Magic,15,New Player,None,warm,1577
3rd Floor - Back,Fifty Dollar,Jun,Thursday,5 Reel,Fairy Tale,3,None,None,steamy,159
3rd Floor - Back,Fifty Dollar,Jul,Thursday,4 Reel,Fruit,9,Monthy Player,None,balmy,513
3rd Floor - Back,Fifty Dollar,Jul,Friday,4 Reel,Regional,20,Daily Special,None,showery,1446
3rd Floor - Back,Fifty Dollar,Aug,Wednesday,5 Reel,Travel,15,Monthy Player,None,raw,1002
3rd Floor - Back,Fifty Dollar,Aug,Wednesday,5 Reel,Travel,17,VIP,None,calm,624
3rd Floor - Back,Fifty Dollar,Aug,Friday,Bonus Video,Horror,19,Daily Special,None,humid,77
3rd Floor - Back,Fifty Dollar,Sep,Thursday,5 Reel,Fruit,8,VIP,None,mild,1514
3rd Floor - Back,Fifty Dollar,Sep,Friday,5 Reel,Fairy Tale,19,Monthy Player,None,clear,863
3rd Floor - Back,Fifty Dollar,Sep,Sunday,Progressive,American,3,VIP,None,calm,1037
3rd Floor - Back,Fifty Dollar,Oct,Tuesday,Progressive,Sea,12,Monthy Player,None,sunny,973
3rd Floor - Back,Fifty Dollar,Dec,Thursday,Progressive,Horror,5,None,None,icy,1461
3rd Floor - Back,Fifty Dollar,Dec,Friday,Progressive,Retro,17,New Player,None,snow,1749
3rd Floor - Back,Fifty Dollar,Dec,Sunday,4 Reel,Movies,10,New Player,None,hazy,1414
3rd Floor - Back,Fifty Dollar,Dec,Sunday,Bonus Video,Food,4,None,None,misty,880
3rd Floor - Back,Fifty Dollar,Dec,Sunday,Bonus Video,Retro,16,None,None,frosty,140
3rd Floor - Back,Hundred Dollar,Jan,Thursday,5 Reel,Other,19,New Player,None,clear,1862
3rd Floor - Back,Hundred Dollar,Mar,Friday,5 Reel,Sea,19,VIP,None,calm,2102
3rd Floor - Back,Hundred Dollar,Mar,Friday,Progressive,Classic Symbols,20,None,None,bitter,1401
3rd Floor - Back,Hundred Dollar,Apr,Wednesday,4 Reel,Classic Symbols,15,None,None,cold,682
3rd Floor - Back,Hundred Dollar,Aug,Friday,Progressive,Travel,3,VIP,None,balmy,128
3rd Floor - Back,Hundred Dollar,Sep,Thursday,4 Reel,Fairy Tale,8,New Player,None,misty,1156
3rd Floor - Back,Hundred Dollar,Sep,Friday,4 Reel,Fairy Tale,10,None,None,wet,521
3rd Floor - Back,Hundred Dollar,Oct,Wednesday,5 Reel,Retro,9,New Player,None,blusterous,531
3rd Floor - Back,Hundred Dollar,Dec,Wednesday,Bonus Video,Love,6,New Player,None,steamy,1560
3rd Floor - Back,Hundred Dollar,Dec,Thursday,5 Reel,Sea,10,VIP,None,clear,616
